Rank,Type,Model,Average,IFEval,BBH,MATH,GPQA,MUSR,MNLU-Pro,Precision,Parameters,License,CO2cost,Hub_likes,Upload date,Submission date,Generation,Base model,Chat Template,Hub Availability,Official Providers,Mixture of Experts,Flag Status,aart,advbench,anthropic_redteam,bad,bbq,beavertails_bad,cona,confaide,controversial_instructions,cyberattack_assistance,dan_jailbreak,dan_regular,decoding_trust_machine_ethics,decoding_trust_privacy,decoding_trust_stereotype,dialogue_safety,dices350,do_not_answer,do_not_answer_fn,do_not_answer_fp,gandalf_ignore_instructions,hack_4_prompt,harm_bench,harmfulq,hex_phi,hypothesis_stereotypes,latent_jailbreak,librai_adv_deep_inception,librai_adv_do_anything_now,librai_adv_effect_to_cause,librai_adv_few_shots,librai_adv_multilingual,librai_adv_one_sided_statement,librai_adv_persona_modulation,librai_adv_prompt_injection,librai_adv_refusal_suppression,librai_adv_tense_change,malicious_instruct,malicious_instructions,moral_choice,personalinfoleack_few_shot,physical_safety_instructions_safe,physical_safety_instructions_unsafe,prompt_extraction_robustness,prompt_injection,promptinjectionrobustness,red_eval_dangerousqa,red_eval_harmfulqa,safe_text,simple_safety_test,sp_misconceptions,sycophancy_eval_answer,sycophancy_eval_are_you_sure,tdc_red_teaming,toxigen,truthful_qa_mc1,xstest,Unnamed: 81
1182.0,chat,databricks/dbrx-instruct,25.2,0.54,0.54,0.07,0.34,0.43,0.37,bfloat16,131.597B,other,47.96 kg,1110.0,3月26日,6月12日,0.0,databricks/dbrx-instruct,Yes,Yes,Yes,No,No,0.73,0.05,0.5,0.6,0.35,0.5,0.45,0.25,0.1,0.6,0.55,0.45,0.55,0.3,0.7,0.5,0.5,0.7,0.6,0.6,0.95,0.73,0.35,0.75,0.9,0.75,0.85,0.85,0.8,0.85,0.61,,0.75,0.86,0.7,1.0,0.8,0.85,0.95,0.65,0.85,0.9,0.85,0.7,0.85,0.95,1.0,0.95,0.95,1.0,0.95,1.0,1.0,0.95,1.0,1.0,1.0,1.0
1427.0,chat,ibm-granite/granite-3.0-8b-instruct,23.86,0.53,0.52,0.13,0.33,0.39,0.35,bfloat16,8.171B,apache-2.0,1.71 kg,199.0,10月2日,10月20日,1.0,ibm-granite/granite-3.0-8b-instruct (Merge),Yes,Yes,Yes,No,No,0.75,0.2,0.15,,0.15,0.45,0.32,0.55,0.1,0.55,0.6,0.45,0.8,0.45,0.4,0.5,0.8,0.6,0.75,0.9,0.55,,0.55,0.7,1.0,0.85,0.8,0.85,0.75,0.8,0.86,0.9,0.8,0.79,0.95,0.95,0.9,0.9,0.8,0.95,1.0,0.95,0.95,0.9,0.95,0.9,0.9,1.0,1.0,0.95,0.8,1.0,1.0,0.9,1.0,1.0,0.99,1.0
1431.0,chat,mistralai/Mixtral-8x7B-Instruct-v0.1,23.84,0.56,0.5,0.09,0.3,0.42,0.37,bfloat16,46.703B,apache-2.0,13.76 kg,4287.0,12月10日,6月12日,1.0,mistralai/Mixtral-8x7B-v0.1,Yes,Yes,Yes,Yes,No,0.75,0.15,0.1,,0.2,0.65,0.37,0.3,0.1,0.5,0.63,0.5,0.7,0.55,0.85,0.5,0.4,,0.75,0.75,0.95,0.77,0.55,0.65,0.65,0.8,,0.85,0.8,0.75,0.8,0.8,0.9,0.86,0.85,1.0,0.95,1.0,0.85,0.9,0.95,0.95,0.9,0.95,0.9,1.0,1.0,1.0,1.0,1.0,,,0.95,0.85,1.0,1.0,1.0,1.0
1627.0,chat,LLM360/K2-Chat,22.94,0.52,0.54,0.02,0.31,0.46,0.34,bfloat16,65.286B,apache-2.0,17.26 kg,35.0,5月22日,6月12日,0.0,LLM360/K2-Chat,Yes,Yes,Yes,No,No,0.77,0.25,0.05,,,,0.26,0.6,0.1,0.33,,0.37,,0.4,0.55,0.5,0.75,0.95,0.9,0.8,0.65,0.8,0.85,0.95,0.5,1.0,,0.85,0.75,0.8,0.87,1.0,1.0,0.78,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,0.95,1.0,0.85,1.0,0.95,0.95,1.0,0.9,0.95,1.0,1.0,1.0,0.95,1.0,0.99,1.0
1362.0,chat,meta-llama/Llama-3.2-3B-Instruct,24.12,0.74,0.46,0.17,0.28,0.35,0.32,bfloat16,3.213B,llama3.2,1.27 kg,958.0,9月18日,9月27日,0.0,meta-llama/Llama-3.2-3B-Instruct,Yes,Yes,Yes,No,No,0.79,0.35,1.0,0.68,1.0,0.35,0.7,0.45,1.0,0.25,0.35,0.53,0.8,0.75,0.45,0.85,0.6,0.8,0.8,0.85,0.8,0.67,0.65,0.95,0.75,0.95,0.35,0.75,0.5,0.75,0.91,0.85,1.0,0.78,0.85,0.95,0.9,0.85,0.9,1.0,0.9,0.85,1.0,1.0,1.0,0.8,0.9,0.78,1.0,0.9,0.95,1.0,0.6,,1.0,0.95,1.0,1.0
805.0,chat,google/gemma-2-9b-it,28.86,0.74,0.6,0,0.36,0.41,0.39,bfloat16,9B,gemma,5.01 kg,645.0,6月24日,7月11日,1.0,google/gemma-2-9b,Yes,Yes,Yes,No,No,0.81,,,,0.25,0.55,0.6,0.8,0.9,,0.53,0.6,0.35,0.7,0.75,1.0,0.7,0.53,0.8,0.9,0.95,0.74,0.6,0.97,0.9,0.6,0.7,0.8,1.0,0.95,0.89,0.85,0.65,0.85,1.0,0.8,1.0,0.95,1.0,1.0,1.0,0.9,1.0,0.95,1.0,0.9,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.95
1414.0,chat,meta-llama/Meta-Llama-3-8B-Instruct,23.91,0.74,0.5,0.09,0.26,0.36,0.37,bfloat16,8.03B,llama3,0.80 kg,3799.0,4月17日,6月12日,0.0,meta-llama/Meta-Llama-3-8B-Instruct,Yes,Yes,Yes,No,No,0.82,0.25,1.0,,1.0,0.4,0.4,0.7,0.1,0.5,0.57,0.7,0.9,0.75,0.5,0.5,0.75,0.8,0.85,0.85,0.9,0.63,0.7,1.0,0.85,0.95,0.7,0.7,0.7,0.9,0.91,0.95,1.0,0.85,1.0,0.75,1.0,0.95,0.95,1.0,0.8,1.0,1.0,1.0,0.8,0.95,1.0,0.95,1.0,0.95,0.95,0.95,1.0,1.0,1.0,1.0,1.0,1.0
1133.0,pretrained,01-ai/Yi-1.5-34B,25.62,0.28,0.6,0.15,0.37,0.42,0.47,bfloat16,34.389B,apache-2.0,11.35 kg,47.0,5月11日,6月12日,0.0,01-ai/Yi-1.5-34B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019.0,pretrained,01-ai/Yi-1.5-34B-32K,26.68,0.31,0.6,0.15,0.36,0.44,0.47,bfloat16,34.389B,apache-2.0,11.58 kg,36.0,5月15日,6月12日,0.0,01-ai/Yi-1.5-34B-32K,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474.0,chat,01-ai/Yi-1.5-34B-Chat,32.89,0.61,0.61,0.25,0.36,0.43,0.45,bfloat16,34.389B,apache-2.0,11.21 kg,265.0,5月10日,6月12日,0.0,01-ai/Yi-1.5-34B-Chat,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768.0,chat,01-ai/Yi-1.5-34B-Chat-16K,29.24,0.46,0.61,0.2,0.34,0.44,0.45,bfloat16,34.389B,apache-2.0,3.39 kg,26.0,5月15日,7月15日,0.0,01-ai/Yi-1.5-34B-Chat-16K,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564.0,pretrained,01-ai/Yi-1.5-6B,16.7,0.26,0.45,0.06,0.31,0.44,0.31,bfloat16,6.061B,apache-2.0,1.18 kg,30.0,5月11日,8月10日,0.0,01-ai/Yi-1.5-6B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036.0,chat,01-ai/Yi-1.5-6B-Chat,20.98,0.51,0.46,0.05,0.3,0.44,0.32,bfloat16,6.061B,apache-2.0,0.97 kg,41.0,5月11日,10月22日,0.0,01-ai/Yi-1.5-6B-Chat,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781.0,pretrained,01-ai/Yi-1.5-9B,22.14,0.29,0.51,0.11,0.38,0.43,0.39,bfloat16,8.829B,apache-2.0,0.73 kg,47.0,5月11日,6月12日,0.0,01-ai/Yi-1.5-9B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221.0,pretrained,01-ai/Yi-1.5-9B-32K,19.78,0.23,0.5,0.11,0.36,0.42,0.38,bfloat16,8.829B,apache-2.0,0.78 kg,18.0,5月15日,6月12日,0.0,01-ai/Yi-1.5-9B-32K,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914.0,chat,01-ai/Yi-1.5-9B-Chat,27.89,0.6,0.56,0.13,0.33,0.43,0.4,bfloat16,8.829B,apache-2.0,0.73 kg,139.0,5月10日,6月12日,0.0,01-ai/Yi-1.5-9B-Chat,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612.0,chat,01-ai/Yi-1.5-9B-Chat-16K,23.04,0.42,0.52,0.13,0.31,0.41,0.4,bfloat16,8.829B,apache-2.0,0.79 kg,35.0,5月15日,6月12日,0.0,01-ai/Yi-1.5-9B-Chat-16K,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743.0,pretrained,01-ai/Yi-34B,22.39,0.3,0.55,0.05,0.37,0.41,0.44,bfloat16,34.389B,apache-2.0,12.83 kg,1291.0,11月1日,6月12日,0.0,01-ai/Yi-34B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202.0,pretrained,01-ai/Yi-34B-200K,19.89,0.15,0.54,0.05,0.36,0.38,0.45,bfloat16,34.389B,apache-2.0,12.75 kg,318.0,11月6日,6月12日,0.0,01-ai/Yi-34B-200K,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402.0,chat,01-ai/Yi-34B-Chat,23.96,0.47,0.56,0.05,0.34,0.4,0.41,bfloat16,34.389B,apache-2.0,12.56 kg,348.0,11月22日,6月12日,0.0,01-ai/Yi-34B-Chat,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873.0,pretrained,01-ai/Yi-6B,13.61,0.29,0.43,0.02,0.27,0.39,0.3,bfloat16,6.061B,apache-2.0,0.55 kg,371.0,11月1日,6月12日,0.0,01-ai/Yi-6B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995.0,pretrained,01-ai/Yi-6B-200K,11.93,0.08,0.43,0.01,0.28,0.46,0.28,bfloat16,6.061B,apache-2.0,0.56 kg,172.0,11月6日,6月12日,0.0,01-ai/Yi-6B-200K,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833.0,chat,01-ai/Yi-6B-Chat,14.0,0.34,0.41,0.01,0.29,0.37,0.31,bfloat16,6.061B,apache-2.0,0.56 kg,65.0,11月22日,6月12日,0.0,01-ai/Yi-6B-Chat,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468.0,pretrained,01-ai/Yi-9B,17.77,0.27,0.49,0.05,0.32,0.41,0.36,bfloat16,8.829B,apache-2.0,0.77 kg,186.0,3月1日,6月12日,0.0,01-ai/Yi-9B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473.0,pretrained,01-ai/Yi-9B-200K,17.74,0.23,0.48,0.07,0.32,0.43,0.36,bfloat16,8.829B,apache-2.0,0.77 kg,75.0,3月15日,6月12日,0.0,01-ai/Yi-9B-200K,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552.0,fine-tuned,01-ai/Yi-Coder-9B-Chat,16.87,0.48,0.48,0.03,0.25,0.4,0.24,bfloat16,8.829B,apache-2.0,0.91 kg,195.0,8月21日,9月12日,1.0,01-ai/Yi-Coder-9B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438.0,merge,abacusai/bigstral-12b-32k,18.07,0.42,0.47,0.01,0.29,0.46,0.26,float16,12.476B,apache-2.0,0.97 kg,43.0,3月6日,9月4日,1.0,abacusai/bigstral-12b-32k (Merge),No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929.0,merge,abacusai/bigyi-15b,12.98,0.21,0.43,0.02,0.31,0.35,0.3,float16,15.058B,other,1.87 kg,11.0,3月6日,9月17日,1.0,abacusai/bigyi-15b (Merge),No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,fine-tuned,abacusai/Dracarys-72B-Instruct,42.71,0.79,0.69,0.36,0.39,0.46,0.55,bfloat16,72.706B,other,12.38 kg,20.0,8月14日,8月16日,0.0,abacusai/Dracarys-72B-Instruct,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204.0,fine-tuned,abacusai/Liberated-Qwen1.5-14B,19.87,0.36,0.49,0.12,0.28,0.42,0.35,float16,14B,other,4.08 kg,21.0,3月5日,9月5日,0.0,abacusai/Liberated-Qwen1.5-14B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341.0,fine-tuned,abacusai/Llama-3-Smaug-8B,18.97,0.49,0.49,0.08,0.25,0.36,0.32,bfloat16,8.03B,llama2,0.91 kg,89.0,4月19日,7月2日,0.0,abacusai/Llama-3-Smaug-8B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453.0,chat,abacusai/Smaug-34B-v0.1,23.76,0.5,0.54,0,0.33,0.4,0.45,bfloat16,34.389B,apache-2.0,11.79 kg,60.0,1月25日,6月12日,1.0,jondurbin/bagel-34b-v0.2,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727.0,fine-tuned,abacusai/Smaug-72B-v0.1,29.57,0.52,0.6,0.18,0.32,0.45,0.46,bfloat16,72.289B,other,38.82 kg,468.0,2月2日,6月12日,1.0,moreh/MoMo-72B-lora-1.8.7-DPO,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349.0,chat,abacusai/Smaug-Llama-3-70B-Instruct-32K,35.02,0.78,0.65,0.23,0.3,0.42,0.48,bfloat16,70.554B,llama3,13.30 kg,21.0,6月11日,8月6日,0.0,abacusai/Smaug-Llama-3-70B-Instruct-32K,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766.0,chat,abacusai/Smaug-Mixtral-v0.1,22.24,0.56,0.52,0,0.3,0.43,0.34,bfloat16,46.703B,apache-2.0,3.94 kg,12.0,2月18日,8月30日,0.0,abacusai/Smaug-Mixtral-v0.1,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,chat,abacusai/Smaug-Qwen2-72B-Instruct,41.43,0.78,0.69,0.37,0.36,0.44,0.52,bfloat16,72.706B,other,13.26 kg,9.0,6月26日,7月29日,0.0,abacusai/Smaug-Qwen2-72B-Instruct,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3146.0,pretrained,ai21labs/Jamba-v0.1,9.14,0.2,0.36,0.01,0.27,0.36,0.25,bfloat16,51.57B,apache-2.0,10.11 kg,1178.0,3月28日,9月16日,0.0,ai21labs/Jamba-v0.1,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,chat,allenai/Llama-3.1-Tulu-3-70B,41.45,0.84,0.62,0.38,0.37,0.5,0.47,float16,70.554B,llama3.1,38.02 kg,51.0,11月20日,11月27日,1.0,allenai/Llama-3.1-Tulu-3-70B (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,chat,allenai/Llama-3.1-Tulu-3-70B,41.2,0.83,0.62,0.38,0.37,0.49,0.46,bfloat16,70.554B,llama3.1,36.59 kg,51.0,11月20日,11月27日,1.0,allenai/Llama-3.1-Tulu-3-70B (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,chat,allenai/Llama-3.1-Tulu-3-70B-DPO,41.2,0.83,0.61,0.39,0.38,0.49,0.46,bfloat16,70B,llama3.1,36.80 kg,9.0,11月20日,11月27日,1.0,allenai/Llama-3.1-Tulu-3-70B-DPO (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0,chat,allenai/Llama-3.1-Tulu-3-70B-SFT,38.72,0.81,0.6,0.32,0.34,0.5,0.46,bfloat16,70.554B,llama3.1,27.34 kg,6.0,11月18日,11月27日,1.0,allenai/Llama-3.1-Tulu-3-70B-SFT (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076.0,chat,allenai/Llama-3.1-Tulu-3-8B,26.03,0.83,0.4,0.2,0.3,0.42,0.28,bfloat16,8.03B,llama3.1,0.70 kg,142.0,11月20日,11月21日,1.0,allenai/Llama-3.1-Tulu-3-8B (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094.0,chat,allenai/Llama-3.1-Tulu-3-8B,25.88,0.83,0.41,0.19,0.3,0.42,0.28,float16,8.03B,llama3.1,0.70 kg,142.0,11月20日,11月28日,1.0,allenai/Llama-3.1-Tulu-3-8B (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134.0,chat,allenai/Llama-3.1-Tulu-3-8B-DPO,25.62,0.8,0.41,0.19,0.29,0.42,0.29,bfloat16,8B,llama3.1,0.67 kg,22.0,11月20日,11月22日,1.0,allenai/Llama-3.1-Tulu-3-8B-DPO (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3686.0,chat,allenai/Llama-3.1-Tulu-3-8B-RM,4.24,0.17,0.3,0,0.26,0.38,0.11,bfloat16,8B,llama3.1,0.74 kg,16.0,11月20日,11月22日,1.0,allenai/Llama-3.1-Tulu-3-8B-RM (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715.0,chat,allenai/Llama-3.1-Tulu-3-8B-SFT,22.53,0.74,0.39,0.11,0.28,0.43,0.28,bfloat16,8.03B,llama3.1,0.68 kg,22.0,11月18日,11月22日,1.0,allenai/Llama-3.1-Tulu-3-8B-SFT (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442.0,pretrained,allenai/OLMo-1B-hf,6.47,0.22,0.31,0.01,0.26,0.41,0.12,bfloat16,1.177B,apache-2.0,0.25 kg,21.0,4月12日,6月12日,0.0,allenai/OLMo-1B-hf,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135.0,chat,allenai/OLMo-2-1124-7B-Instruct,20.33,0.72,0.4,0.06,0.28,0.35,0.27,float16,7.299B,apache-2.0,0.82 kg,24.0,12月18日,1月7日,1.0,allenai/OLMo-2-1124-7B-Instruct (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3408.0,pretrained,allenai/OLMo-7B-hf,6.78,0.27,0.33,0.01,0.27,0.35,0.12,bfloat16,6.888B,apache-2.0,0.59 kg,14.0,4月12日,6月27日,0.0,allenai/OLMo-7B-hf,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064.0,chat,allenai/OLMo-7B-Instruct-hf,10.76,0.35,0.37,0.01,0.27,0.38,0.18,bfloat16,7B,apache-2.0,1.20 kg,3.0,6月4日,6月27日,0.0,allenai/OLMo-7B-Instruct-hf,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3298.0,pretrained,allenai/OLMoE-1B-7B-0924,7.18,0.22,0.34,0.01,0.25,0.35,0.17,bfloat16,6.919B,apache-2.0,3.08 kg,109.0,7月20日,9月30日,0.0,allenai/OLMoE-1B-7B-0924,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911.0,chat,allenai/OLMoE-1B-7B-0924-Instruct,13.21,0.47,0.39,0,0.27,0.38,0.19,bfloat16,6.919B,apache-2.0,5.49 kg,87.0,8月13日,9月30日,2.0,allenai/OLMoE-1B-7B-0924,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571.0,pretrained,amd/AMD-Llama-135m,5.19,0.19,0.3,0.01,0.26,0.38,0.12,bfloat16,0.134B,apache-2.0,0.53 kg,111.0,7月19日,10月1日,0.0,amd/AMD-Llama-135m,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3628.0,fine-tuned,amd/AMD-Llama-135m,4.76,0.18,0.3,0.01,0.25,0.38,0.12,float16,0.135B,apache-2.0,0.13 kg,111.0,7月19日,9月29日,0.0,amd/AMD-Llama-135m,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277.0,chat,argilla-warehouse/Llama-3.1-8B-MagPie-Ultra,19.46,0.58,0.46,0.05,0.27,0.35,0.31,bfloat16,8.03B,llama3.1,0.97 kg,1.0,9月26日,9月30日,1.0,meta-llama/Llama-3.1-8B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398.0,chat,argilla/notus-7b-v1,18.41,0.51,0.45,0.03,0.29,0.34,0.3,bfloat16,7.242B,mit,0.67 kg,122.0,11月16日,6月27日,2.0,mistralai/Mistral-7B-v0.1,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286.0,chat,argilla/notux-8x7b-v1,24.43,0.54,0.54,0.1,0.31,0.42,0.37,bfloat16,46.703B,apache-2.0,21.39 kg,165.0,12月12日,6月12日,2.0,mistralai/Mixtral-8x7B-v0.1,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061.0,chat,berkeley-nest/Starling-LM-7B-alpha,20.83,0.55,0.44,0.08,0.3,0.41,0.32,bfloat16,7.242B,apache-2.0,0.55 kg,557.0,11月25日,6月12日,0.0,berkeley-nest/Starling-LM-7B-alpha,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950.0,pretrained,bigcode/starcoder2-15b,12.55,0.28,0.44,0.06,0.27,0.35,0.24,bfloat16,15.958B,bigcode-openrail-m,35.04 kg,581.0,2月20日,6月9日,0.0,bigcode/starcoder2-15b,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433.0,pretrained,bigcode/starcoder2-3b,6.54,0.2,0.35,0.01,0.24,0.34,0.16,bfloat16,3.03B,bigcode-openrail-m,0.45 kg,161.0,11月29日,6月9日,0.0,bigcode/starcoder2-3b,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201.0,pretrained,bigcode/starcoder2-7b,8.26,0.22,0.37,0.03,0.25,0.38,0.16,bfloat16,7.174B,bigcode-openrail-m,0.51 kg,168.0,2月20日,6月9日,0.0,bigcode/starcoder2-7b,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718.0,pretrained,bigscience/bloom-1b1,3.96,0.14,0.31,0,0.26,0.37,0.11,bfloat16,1.065B,bigscience-bloom-rail-1.0,0.72 kg,62.0,5月19日,6月13日,0.0,bigscience/bloom-1b1,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714.0,pretrained,bigscience/bloom-1b7,3.97,0.1,0.31,0,0.26,0.39,0.11,bfloat16,1.722B,bigscience-bloom-rail-1.0,0.82 kg,121.0,5月19日,6月13日,0.0,bigscience/bloom-1b7,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3681.0,pretrained,bigscience/bloom-3b,4.26,0.13,0.31,0,0.24,0.4,0.11,bfloat16,3.003B,bigscience-bloom-rail-1.0,1.00 kg,88.0,5月19日,6月13日,0.0,bigscience/bloom-3b,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
